sku,name,base_image,small_image,thumbnail_image,additional_images,store_view_code,attribute_set_code,product_type,categories,product_websites,description,tax_class_name,visibility,price,url_key,meta_title,qty
Asus Vivobook S15 S533 (Intel Gen 11),Asus Vivobook S15 S533 (Intel Gen 11),s533wh-00jpg.jpg,s533wh-00jpg.jpg,s533wh-00jpg.jpg,s533wh-00jpg.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Vivobook S15 S533 (Intel Gen 11),Taxable Goods,"Catalog, Search",862.85,s533wh-00jpg.,Asus Vivobook S15 S533 (Intel Gen 11),29
MSI GS66 Stealth (Intel Gen 11),MSI GS66 Stealth (Intel Gen 11),gs66-0-gen11.jpg,gs66-0-gen11.jpg,gs66-0-gen11.jpg,gs66-0-gen11.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI GS66 Stealth (Intel Gen 11),Taxable Goods,"Catalog, Search",2833.6,gs66-0-gen11.,MSI GS66 Stealth (Intel Gen 11),29
HP Victus 16,HP Victus 16,hp-victus.jpg,hp-victus.jpg,hp-victus.jpg,hp-victus.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP Victus 16,Taxable Goods,"Catalog, Search",1045.98,hp-victus.,HP Victus 16,29
Lenovo ThinkPad T590,Lenovo ThinkPad T590,lenovo-thinkpad-t590.jpg,lenovo-thinkpad-t590.jpg,lenovo-thinkpad-t590.jpg,lenovo-thinkpad-t590.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo ThinkPad T590,Taxable Goods,"Catalog, Search",958.78,lenovo-thinkpad-t590.,Lenovo ThinkPad T590,41
Asus Vivobook 15 A515 OLED,Asus Vivobook 15 A515 OLED,asus-vivobook-a515-oled-thinkpro.jpg,asus-vivobook-a515-oled-thinkpro.jpg,asus-vivobook-a515-oled-thinkpro.jpg,asus-vivobook-a515-oled-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Vivobook 15 A515 OLED,Taxable Goods,"Catalog, Search",854.13,asus-vivobook-a515-oled-thinkpro.,Asus Vivobook 15 A515 OLED,32
MSI GE76 Raider (Intel Gen 11),MSI GE76 Raider (Intel Gen 11),ge76-0.jpg,ge76-0.jpg,ge76-0.jpg,ge76-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/MSI",base,MSI GE76 Raider (Intel Gen 11),Taxable Goods,"Catalog, Search",4795.62,ge76-0.,MSI GE76 Raider (Intel Gen 11),23
HP Omen 15 2020 (AMD),HP Omen 15 2020 (AMD),omen1520-0.jpg,omen1520-0.jpg,omen1520-0.jpg,omen1520-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/HP",base,HP Omen 15 2020 (AMD),Taxable Goods,"Catalog, Search",1198.58,omen1520-0.,HP Omen 15 2020 (AMD),35
Lenovo ThinkPad L13 (Chính hãng),Lenovo ThinkPad L13 (Chính hãng),ThinkPad_L13_00.jpg,ThinkPad_L13_00.jpg,ThinkPad_L13_00.jpg,ThinkPad_L13_00.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo ThinkPad L13 (Chính hãng),Taxable Goods,"Catalog, Search",871.57,ThinkPad_L13_00.,Lenovo ThinkPad L13 (Chính hãng),20
ASUS TUF Gaming F15 2021 (Chính hãng),ASUS TUF Gaming F15 2021 (Chính hãng),fa506-fx506-21-badge-eclipsegrey.jpg,fa506-fx506-21-badge-eclipsegrey.jpg,fa506-fx506-21-badge-eclipsegrey.jpg,fa506-fx506-21-badge-eclipsegrey.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,ASUS TUF Gaming F15 2021 (Chính hãng),Taxable Goods,"Catalog, Search",936.98,fa506-fx506-21-badge-eclipsegrey.,ASUS TUF Gaming F15 2021 (Chính hãng),32
Lenovo IdeaPad Gaming 3 AMD (Chính hãng),Lenovo IdeaPad Gaming 3 AMD (Chính hãng),ideapadgm3-black-0.jpg,ideapadgm3-black-0.jpg,ideapadgm3-black-0.jpg,ideapadgm3-black-0.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Lenovo",base,Lenovo IdeaPad Gaming 3 AMD (Chính hãng),Taxable Goods,"Catalog, Search",871.57,ideapadgm3-black-0.,Lenovo IdeaPad Gaming 3 AMD (Chính hãng),20
Asus Zenbook Q408UG,Asus Zenbook Q408UG,asus-zenbook-q408ug.jpg,asus-zenbook-q408ug.jpg,asus-zenbook-q408ug.jpg,asus-zenbook-q408ug.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Zenbook Q408UG,Taxable Goods,"Catalog, Search",871.57,asus-zenbook-q408ug.,Asus Zenbook Q408UG,23
Asus Vivobook 14 Pro OLED,Asus Vivobook 14 Pro OLED,asus-vivobook-pro-oled-m3500qc-thinkpro.jpg,asus-vivobook-pro-oled-m3500qc-thinkpro.jpg,asus-vivobook-pro-oled-m3500qc-thinkpro.jpg,asus-vivobook-pro-oled-m3500qc-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,Asus Vivobook 14 Pro OLED,Taxable Goods,"Catalog, Search",1002.38,asus-vivobook-pro-oled-m3500qc-thinkpro.,Asus Vivobook 14 Pro OLED,26
ASUS ZENBOOK 13 UX325 OLED,ASUS ZENBOOK 13 UX325 OLED,asus-zenbook-ux325-oled-thinkpro.jpg,asus-zenbook-ux325-oled-thinkpro.jpg,asus-zenbook-ux325-oled-thinkpro.jpg,asus-zenbook-ux325-oled-thinkpro.jpg,,Default,simple,"Root,Root/Laptop,Root/Laptop/Asus",base,ASUS ZENBOOK 13 UX325 OLED,Taxable Goods,"Catalog, Search",1059.06,asus-zenbook-ux325-oled-thinkpro.,ASUS ZENBOOK 13 UX325 OLED,35
